Basic Information:,,,,,,,,,,,Instrument/ meteorological station information:,,,,,,,,,,,Gridded Data Product Information:,,,,Data Product Information:,,,,,
Data.set.name,Site,Variable,Statistic,Data.Interval,Start.Date,End.Date,Ongoing?,Data.Type,Gap.Free?,Source.Type,Meteorological.Station.Name.(ID),latitude,longitude,elevation,Instrument.Location,Instrument.Distance.From.Plot(km),Station.Elevation.Relative.To.Plot,Instrument.Location.Description,Instrument.height.or.depth(m),n.instruments,instrument.type/model,Gridded.Data.Product.Name,Gridded.Data.Product.URL.or.citation,Gridded.Data.Product.Spatial.Resolution,Gridded.data.product.notes,Data.Availability,Data.URL.or.location,Data.Contact(s),Related.Publication(s).or.Metadata,Notes,Record.Last.Updated
PRISM data for North America CTFS-ForestGEO Sites,Smithsonian Conservation Biology Institute,Air Temperature ,"daily mean,  calculated as (tmax+tmin)/2",1 month,1930*,2015*,,Modeled/ Interpolated,Yes,gridded data product,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRISM Climate Data,http://www.prism.oregonstate.edu/,800 m,PRISM data is freely available at 4km resolution for annual data or at 800m resolution for climatic mean. Annual data at 800m resolution must be purchased.,Upon request,https://github.com/forestgeo/Climate/,Kristina Anderson-Teixeira (Smithsonian),http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf,*years refer to those included in purchase. Records are available 1985 to present,12/7/16
NEON instrumentation at SERC,Smithsonian Environmental Research Center,Wind speed & direction (2D),mean,"2 min, 30 min",2016.02.,NA,Y,Raw,,instrument/ meteorological station,NEON instrumentation at SERC,,,,Multiple heights above/ within/ below canopy,0,within range,NEON tower located within the plot,,multiple,see NEON documentation,NA,NA,NA,NA,Open access ,http://data.neonscience.org/browse-data?siteCode=SERC,see NEON documentation,http://data.neonscience.org/data-product-catalog,additional variables and gap filled products available or planned. See NEON site for updates.,11/22/16
NEON instrumentation at SERC,Smithsonian Environmental Research Center,Air Temperature ,mean,"1 min, 30 min",2016.02.,NA,Y,Raw,,instrument/ meteorological station,NEON instrumentation at SERC,,,,Multiple heights above/ within/ below canopy,0,within range,NEON tower located within the plot,,multiple,see NEON documentation,NA,NA,NA,NA,Open access ,http://data.neonscience.org/browse-data?siteCode=SERC,see NEON documentation,http://data.neonscience.org/data-product-catalog,additional variables and gap filled products available or planned. See NEON site for updates.,11/22/16
NEON instrumentation at SERC,Smithsonian Environmental Research Center,Barometric Pressure,mean,"1 min, 30 min",2016.02.,NA,Y,Raw,,instrument/ meteorological station,NEON instrumentation at SERC,,,,Above canopy,0,within range,NEON tower located within the plot,,1,see NEON documentation,NA,NA,NA,NA,Open access ,http://data.neonscience.org/browse-data?siteCode=SERC,see NEON documentation,http://data.neonscience.org/data-product-catalog,additional variables and gap filled products available or planned. See NEON site for updates.,11/22/16
NEON instrumentation at SERC,Smithsonian Environmental Research Center,IR Biological Temperature,mean,"1 min, 30 min",2016.02.,NA,Y,Raw,,instrument/ meteorological station,NEON instrumentation at SERC,,,,Multiple heights above/ within/ below canopy,0,within range,NEON tower located within the plot,,,see NEON documentation,NA,NA,NA,NA,Open access ,http://data.neonscience.org/browse-data?siteCode=SERC,see NEON documentation,http://data.neonscience.org/data-product-catalog,additional variables and gap filled products available or planned. See NEON site for updates.,11/22/16
NEON instrumentation at SERC,Smithsonian Environmental Research Center,Radiation: Solar (shortwave) radiation ,mean,"1 min, 30 min",2016.02.,NA,Y,Raw,,instrument/ meteorological station,NEON instrumentation at SERC,,,,Above canopy,0,within range,NEON tower located within the plot,,,see NEON documentation,NA,NA,NA,NA,Open access ,http://data.neonscience.org/browse-data?siteCode=SERC,see NEON documentation,http://data.neonscience.org/data-product-catalog,additional variables and gap filled products available or planned. See NEON site for updates.,11/22/16
NEON instrumentation at SERC,Smithsonian Environmental Research Center,Radiation: Shortwave and Longwave radiation (net radiation),mean,"1 min, 30 min",2016.02.,NA,Y,Raw,,instrument/ meteorological station,NEON instrumentation at SERC,,,,Above canopy,0,within range,NEON tower located within the plot,,,see NEON documentation,NA,NA,NA,NA,Open access ,http://data.neonscience.org/browse-data?siteCode=SERC,see NEON documentation,http://data.neonscience.org/data-product-catalog,additional variables and gap filled products available or planned. See NEON site for updates.,11/22/16
NEON instrumentation at SERC,Smithsonian Environmental Research Center,Radiation: Photosynthetically Active Radiation ,mean,"1 min, 30 min",2016.02.,NA,Y,Raw,,instrument/ meteorological station,NEON instrumentation at SERC,,,,Above canopy,0,within range,NEON tower located within the plot,,,see NEON documentation,NA,NA,NA,NA,Open access ,http://data.neonscience.org/browse-data?siteCode=SERC,see NEON documentation,http://data.neonscience.org/data-product-catalog,additional variables and gap filled products available or planned. See NEON site for updates.,11/22/16
NEON instrumentation at SERC,Smithsonian Environmental Research Center,Relative humidity ,mean,"1 min, 30 min",2016.02.,NA,Y,Raw,,instrument/ meteorological station,NEON instrumentation at SERC,,,,Above canopy,0,within range,NEON tower located within the plot,,,see NEON documentation,NA,NA,NA,NA,Open access ,http://data.neonscience.org/browse-data?siteCode=SERC,see NEON documentation,http://data.neonscience.org/data-product-catalog,additional variables and gap filled products available or planned. See NEON site for updates.,11/22/16
NEON instrumentation at SERC,Smithsonian Environmental Research Center,Precipitation,sum,"1 min, 5 min, 30 min",2016.04.,NA,Y,Raw,,instrument/ meteorological station,NEON instrumentation at SERC,,,,Multiple heights above/ within/ below canopy,0,within range,NEON tower located within the plot,,,see NEON documentation,NA,NA,NA,NA,Open access ,http://data.neonscience.org/browse-data?siteCode=SERC,see NEON documentation,http://data.neonscience.org/data-product-catalog,additional variables and gap filled products available or planned. See NEON site for updates.,11/22/16
NEON instrumentation at SERC,Smithsonian Environmental Research Center,Soil Heat Flux,,,2016.04.,NA,Y,Raw,,instrument/ meteorological station,NEON instrumentation at SERC,,,,Below top of canopy,0,within range,NEON soil array located within the plot,multiple (2-200 cm depth),multiple,see NEON documentation,NA,NA,NA,NA,Open access ,http://data.neonscience.org/browse-data?siteCode=SERC,see NEON documentation,http://data.neonscience.org/data-product-catalog,additional variables and gap filled products available or planned. See NEON site for updates.,11/22/16
NEON instrumentation at SERC,Smithsonian Environmental Research Center,Soil temperature,mean,"1 min, 30 min",2016.04.,NA,Y,Raw,,instrument/ meteorological station,NEON instrumentation at SERC,,,,Below top of canopy,0,within range,NEON soil array located within the plot,multiple (2-200 cm depth),multiple,see NEON documentation,NA,NA,NA,NA,Open access ,http://data.neonscience.org/browse-data?siteCode=SERC,see NEON documentation,http://data.neonscience.org/data-product-catalog,additional variables and gap filled products available or planned. See NEON site for updates.,11/22/16
NEON instrumentation at SERC,Smithsonian Environmental Research Center,(multiple),,,varies,NA,Y,Both Raw and Gap filled/ corrected,,instrument/ meteorological station,NEON instrumentation at SERC,,,,Multiple heights above/ within/ below canopy,0,within range,NEON tower located within the plot,,,see NEON documentation,NA,NA,NA,NA,Open access ,http://data.neonscience.org/browse-data?siteCode=SERC,see NEON documentation,http://data.neonscience.org/data-product-catalog,additional variables and gap filled products available or planned. See NEON site for updates.,11/22/16
meteorological station at SERC - raw data,Smithsonian Environmental Research Center ,Wind speed & direction (2D),mean,5 min,,,Y,Raw,,instrument/ meteorological station,,,,,,0,within range,,,,Campbell Scientific CR10,NA,NA,NA,NA,Unspecified,,Sean McMahon (Smithsonian Environmental Research Center); Geoffrey Parker (Smithsonian Environmental Research Center),http://datadryad.org/resource/doi:10.5061/dryad.b327c,"Valentine Herrmann wrote script to handle these data (used in Herrmann et al. 2016, PLOS ONE). These are available upon request from Kristina Anderson-Teixeira (in \TH_GrandChallenges\Sites\SERC\Data\SERC_Analysis\SERC_Weather_process.R)",12/1/16
meteorological station at SERC - raw data,Smithsonian Environmental Research Center ,Barometric Pressure,mean,5 min,,,Y,Raw,,instrument/ meteorological station,,,,,,0,within range,,,,Campbell Scientific CR10,NA,NA,NA,NA,Unspecified,,Sean McMahon (Smithsonian Environmental Research Center); Geoffrey Parker (Smithsonian Environmental Research Center),http://datadryad.org/resource/doi:10.5061/dryad.b327c,"Valentine Herrmann wrote script to handle these data (used in Herrmann et al. 2016, PLOS ONE). These are available upon request from Kristina Anderson-Teixeira (in \TH_GrandChallenges\Sites\SERC\Data\SERC_Analysis\SERC_Weather_process.R)",12/2/16
meteorological station at SERC - raw data,Smithsonian Environmental Research Center ,Precipitation,mean,5 min,,,Y,Raw,,instrument/ meteorological station,,,,,,0,within range,,,,Keithley Instruments Model 2010 DMM,NA,NA,NA,NA,Unspecified,,Sean McMahon (Smithsonian Environmental Research Center); Geoffrey Parker (Smithsonian Environmental Research Center),http://datadryad.org/resource/doi:10.5061/dryad.b327c,"Valentine Herrmann wrote script to handle these data (used in Herrmann et al. 2016, PLOS ONE). These are available upon request from Kristina Anderson-Teixeira (in \TH_GrandChallenges\Sites\SERC\Data\SERC_Analysis\SERC_Weather_process.R)",12/3/16
meteorological station at SERC - raw data,Smithsonian Environmental Research Center ,Air Temperature ,mean,5 min,,,Y,Raw,,instrument/ meteorological station,,,,,Above canopy,0,within range,,,,Keithley Instruments Model 2010 DMM,NA,NA,NA,NA,Unspecified,,Sean McMahon (Smithsonian Environmental Research Center); Geoffrey Parker (Smithsonian Environmental Research Center),http://datadryad.org/resource/doi:10.5061/dryad.b327c,"Valentine Herrmann wrote script to handle these data (used in Herrmann et al. 2016, PLOS ONE). These are available upon request from Kristina Anderson-Teixeira (in \TH_GrandChallenges\Sites\SERC\Data\SERC_Analysis\SERC_Weather_process.R)",12/4/16
meteorological station at SERC - raw data,Smithsonian Environmental Research Center ,Relative humidity ,mean,5 min,,,Y,Raw,,instrument/ meteorological station,,,,,Above canopy,0,within range,,,,Keithley Instruments Model 2010 DMM,NA,NA,NA,NA,Unspecified,,Sean McMahon (Smithsonian Environmental Research Center); Geoffrey Parker (Smithsonian Environmental Research Center),http://datadryad.org/resource/doi:10.5061/dryad.b327c,"data are messy and commonly surpass 100%. For Herrmann et al. (2016, PLOS ONE), we rejected these data and used data from an Annapolis weather station.",12/5/16
meteorological station at SERC - raw data,Smithsonian Environmental Research Center ,Radiation: Solar (shortwave) radiation ,mean,5 min,,,Y,Raw,,instrument/ meteorological station,,,,,Above canopy,0,within range,,,,Keithley Instruments Model 2010 DMM,NA,NA,NA,NA,Unspecified,,Sean McMahon (Smithsonian Environmental Research Center); Geoffrey Parker (Smithsonian Environmental Research Center),http://datadryad.org/resource/doi:10.5061/dryad.b327c,"Valentine Herrmann wrote script to handle these data (used in Herrmann et al. 2016, PLOS ONE). These are available upon request from Kristina Anderson-Teixeira (in \TH_GrandChallenges\Sites\SERC\Data\SERC_Analysis\SERC_Weather_process.R)",12/6/16
meteorological station at SERC - raw data,Smithsonian Environmental Research Center ,Air Temperature ,mean,5 min,,,Y,Raw,,instrument/ meteorological station,,,,,Below top of canopy,0,within range,,,,Keithley Instruments Model 2010 DMM,NA,NA,NA,NA,Unspecified,,Sean McMahon (Smithsonian Environmental Research Center); Geoffrey Parker (Smithsonian Environmental Research Center),http://datadryad.org/resource/doi:10.5061/dryad.b327c,"Valentine Herrmann wrote script to handle these data (used in Herrmann et al. 2016, PLOS ONE). These are available upon request from Kristina Anderson-Teixeira (in \TH_GrandChallenges\Sites\SERC\Data\SERC_Analysis\SERC_Weather_process.R)",12/7/16
meteorological station at SERC - raw data,Smithsonian Environmental Research Center ,Relative humidity ,mean,5 min,,,Y,Raw,,instrument/ meteorological station,,,,,Below top of canopy,0,within range,,,,Keithley Instruments Model 2010 DMM,NA,NA,NA,NA,Unspecified,,Sean McMahon (Smithsonian Environmental Research Center); Geoffrey Parker (Smithsonian Environmental Research Center),http://datadryad.org/resource/doi:10.5061/dryad.b327c,"data are messy and commonly surpass 100%. For Herrmann et al. (2016, PLOS ONE), we rejected these data and used data from an Annapolis weather station.",12/8/16
meteorological station at SERC - raw data,Smithsonian Environmental Research Center ,Radiation: Solar (shortwave) radiation ,mean,5 min,,,Y,Raw,,instrument/ meteorological station,,,,,Below top of canopy,0,within range,,,,Keithley Instruments Model 2010 DMM,NA,NA,NA,NA,Unspecified,,Sean McMahon (Smithsonian Environmental Research Center); Geoffrey Parker (Smithsonian Environmental Research Center),http://datadryad.org/resource/doi:10.5061/dryad.b327c,"Valentine Herrmann wrote script to handle these data (used in Herrmann et al. 2016, PLOS ONE). These are available upon request from Kristina Anderson-Teixeira (in \TH_GrandChallenges\Sites\SERC\Data\SERC_Analysis\SERC_Weather_process.R)",12/9/16
PRISM data for North America CTFS-ForestGEO Sites,Smithsonian Environmental Research Center ,Precipitation,sum,1 month,1930*,2015*,,Modeled/ Interpolated,Yes,gridded data product,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRISM Climate Data,http://www.prism.oregonstate.edu/,800 m,PRISM data is freely available at 4km resolution for annual data or at 800m resolution for climatic mean. Annual data at 800m resolution must be purchased.,Upon request,https://github.com/forestgeo/Climate/,Kristina Anderson-Teixeira (Smithsonian),http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf,*years refer to those included in purchase. Records are available 1985 to present,12/7/16
PRISM data for North America CTFS-ForestGEO Sites,Smithsonian Environmental Research Center ,Air Temperature ,daily maximum (averaged by month),1 month,1930*,2015*,,Modeled/ Interpolated,Yes,gridded data product,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRISM Climate Data,http://www.prism.oregonstate.edu/,800 m,PRISM data is freely available at 4km resolution for annual data or at 800m resolution for climatic mean. Annual data at 800m resolution must be purchased.,Upon request,https://github.com/forestgeo/Climate/,Kristina Anderson-Teixeira (Smithsonian),http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf,*years refer to those included in purchase. Records are available 1985 to present,12/7/16
PRISM data for North America CTFS-ForestGEO Sites,Smithsonian Environmental Research Center ,Air Temperature ,daily minimum (averaged by month),1 month,1930*,2015*,,Modeled/ Interpolated,Yes,gridded data product,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRISM Climate Data,http://www.prism.oregonstate.edu/,800 m,PRISM data is freely available at 4km resolution for annual data or at 800m resolution for climatic mean. Annual data at 800m resolution must be purchased.,Upon request,https://github.com/forestgeo/Climate/,Kristina Anderson-Teixeira (Smithsonian),http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf,*years refer to those included in purchase. Records are available 1985 to present,12/7/16
PRISM data for North America CTFS-ForestGEO Sites,Smithsonian Environmental Research Center ,Air Temperature ,"daily mean,  calculated as (tmax+tmin)/2",1 month,1930*,2015*,,Modeled/ Interpolated,Yes,gridded data product,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRISM Climate Data,http://www.prism.oregonstate.edu/,800 m,PRISM data is freely available at 4km resolution for annual data or at 800m resolution for climatic mean. Annual data at 800m resolution must be purchased.,Upon request,https://github.com/forestgeo/Climate/,Kristina Anderson-Teixeira (Smithsonian),http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf,*years refer to those included in purchase. Records are available 1985 to present,12/7/16
Royal Netherlands Meteorological Institute - raw data,Speulderbos,Precipitation,sum,monthly,1906,2016,Y,Raw,,instrument/ meteorological station,"De Bilt, Netherland",52.1,5.18,2,,40,lower elevation,,,,,NA,NA,NA,NA,Open access ,https://climexp.knmi.nl/selectstation.cgi?id=someone@somewhere,"Geert Jan van Oldenborgh, oldenborgh@knmi.nl",,,12/31/16
Royal Netherlands Meteorological Institute - raw data,Speulderbos,Air Temperature ,mean,monthly,1706,2016,Y,Raw,,instrument/ meteorological station,"De Bilt, Netherland",52.1,5.18,15,,40,lower elevation,,,,,NA,NA,NA,NA,Open access ,https://climexp.knmi.nl/selectstation.cgi?id=someone@somewhere,"Geert Jan van Oldenborgh, oldenborgh@knmi.nl",,,12/31/16
[meteorological station],Tyson Research Center,(multiple),,,1900,2013,,,,instrument/ meteorological station,,,,,,40,,"Data from St. Louis, MO, ~40 km from the Tyson Research Center",,,,NA,NA,NA,NA,Unspecified,,,,,7/10/17
PRISM data for North America CTFS-ForestGEO Sites,Tyson Research Center,Precipitation,sum,1 month,1930*,2015*,,Modeled/ Interpolated,Yes,gridded data product,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRISM Climate Data,http://www.prism.oregonstate.edu/,800 m,PRISM data is freely available at 4km resolution for annual data or at 800m resolution for climatic mean. Annual data at 800m resolution must be purchased.,Upon request,https://github.com/forestgeo/Climate/,Kristina Anderson-Teixeira (Smithsonian),http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf,*years refer to those included in purchase. Records are available 1985 to present,12/7/16
PRISM data for North America CTFS-ForestGEO Sites,Tyson Research Center,Air Temperature ,daily maximum (averaged by month),1 month,1930*,2015*,,Modeled/ Interpolated,Yes,gridded data product,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRISM Climate Data,http://www.prism.oregonstate.edu/,800 m,PRISM data is freely available at 4km resolution for annual data or at 800m resolution for climatic mean. Annual data at 800m resolution must be purchased.,Upon request,https://github.com/forestgeo/Climate/,Kristina Anderson-Teixeira (Smithsonian),http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf,*years refer to those included in purchase. Records are available 1985 to present,12/7/16
PRISM data for North America CTFS-ForestGEO Sites,Tyson Research Center,Air Temperature ,daily minimum (averaged by month),1 month,1930*,2015*,,Modeled/ Interpolated,Yes,gridded data product,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRISM Climate Data,http://www.prism.oregonstate.edu/,800 m,PRISM data is freely available at 4km resolution for annual data or at 800m resolution for climatic mean. Annual data at 800m resolution must be purchased.,Upon request,https://github.com/forestgeo/Climate/,Kristina Anderson-Teixeira (Smithsonian),http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf,*years refer to those included in purchase. Records are available 1985 to present,12/7/16
PRISM data for North America CTFS-ForestGEO Sites,Tyson Research Center,Air Temperature ,"daily mean,  calculated as (tmax+tmin)/2",1 month,1930*,2015*,,Modeled/ Interpolated,Yes,gridded data product,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRISM Climate Data,http://www.prism.oregonstate.edu/,800 m,PRISM data is freely available at 4km resolution for annual data or at 800m resolution for climatic mean. Annual data at 800m resolution must be purchased.,Upon request,https://github.com/forestgeo/Climate/,Kristina Anderson-Teixeira (Smithsonian),http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf,*years refer to those included in purchase. Records are available 1985 to present,12/7/16
PRISM data for North America CTFS-ForestGEO Sites,"UMBC-University of Maryland, Baltimore",Precipitation,sum,1 month,1930*,2015*,,Modeled/ Interpolated,Yes,gridded data product,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRISM Climate Data,http://www.prism.oregonstate.edu/,800 m,PRISM data is freely available at 4km resolution for annual data or at 800m resolution for climatic mean. Annual data at 800m resolution must be purchased.,Upon request,https://github.com/forestgeo/Climate/,Kristina Anderson-Teixeira (Smithsonian),http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf,*years refer to those included in purchase. Records are available 1985 to present,12/7/16
PRISM data for North America CTFS-ForestGEO Sites,"UMBC-University of Maryland, Baltimore",Air Temperature ,daily maximum (averaged by month),1 month,1930*,2015*,,Modeled/ Interpolated,Yes,gridded data product,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRISM Climate Data,http://www.prism.oregonstate.edu/,800 m,PRISM data is freely available at 4km resolution for annual data or at 800m resolution for climatic mean. Annual data at 800m resolution must be purchased.,Upon request,https://github.com/forestgeo/Climate/,Kristina Anderson-Teixeira (Smithsonian),http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf,*years refer to those included in purchase. Records are available 1985 to present,12/7/16
PRISM data for North America CTFS-ForestGEO Sites,"UMBC-University of Maryland, Baltimore",Air Temperature ,daily minimum (averaged by month),1 month,1930*,2015*,,Modeled/ Interpolated,Yes,gridded data product,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRISM Climate Data,http://www.prism.oregonstate.edu/,800 m,PRISM data is freely available at 4km resolution for annual data or at 800m resolution for climatic mean. Annual data at 800m resolution must be purchased.,Upon request,https://github.com/forestgeo/Climate/,Kristina Anderson-Teixeira (Smithsonian),http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf,*years refer to those included in purchase. Records are available 1985 to present,12/7/16
PRISM data for North America CTFS-ForestGEO Sites,"UMBC-University of Maryland, Baltimore",Air Temperature ,"daily mean,  calculated as (tmax+tmin)/2",1 month,1930*,2015*,,Modeled/ Interpolated,Yes,gridded data product,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRISM Climate Data,http://www.prism.oregonstate.edu/,800 m,PRISM data is freely available at 4km resolution for annual data or at 800m resolution for climatic mean. Annual data at 800m resolution must be purchased.,Upon request,https://github.com/forestgeo/Climate/,Kristina Anderson-Teixeira (Smithsonian),http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf,*years refer to those included in purchase. Records are available 1985 to present,12/7/16
PRISM data for North America CTFS-ForestGEO Sites,Utah Forest Dynamics Plot,Precipitation,sum,1 month,1930*,2015*,,Modeled/ Interpolated,Yes,gridded data product,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRISM Climate Data,http://www.prism.oregonstate.edu/,800 m,PRISM data is freely available at 4km resolution for annual data or at 800m resolution for climatic mean. Annual data at 800m resolution must be purchased.,Upon request,https://github.com/forestgeo/Climate/,Kristina Anderson-Teixeira (Smithsonian),http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf,*years refer to those included in purchase. Records are available 1985 to present,12/7/16
PRISM data for North America CTFS-ForestGEO Sites,Utah Forest Dynamics Plot,Air Temperature ,daily maximum (averaged by month),1 month,1930*,2015*,,Modeled/ Interpolated,Yes,gridded data product,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRISM Climate Data,http://www.prism.oregonstate.edu/,800 m,PRISM data is freely available at 4km resolution for annual data or at 800m resolution for climatic mean. Annual data at 800m resolution must be purchased.,Upon request,https://github.com/forestgeo/Climate/,Kristina Anderson-Teixeira (Smithsonian),http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf,*years refer to those included in purchase. Records are available 1985 to present,12/7/16
PRISM data for North America CTFS-ForestGEO Sites,Utah Forest Dynamics Plot,Air Temperature ,daily minimum (averaged by month),1 month,1930*,2015*,,Modeled/ Interpolated,Yes,gridded data product,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRISM Climate Data,http://www.prism.oregonstate.edu/,800 m,PRISM data is freely available at 4km resolution for annual data or at 800m resolution for climatic mean. Annual data at 800m resolution must be purchased.,Upon request,https://github.com/forestgeo/Climate/,Kristina Anderson-Teixeira (Smithsonian),http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf,*years refer to those included in purchase. Records are available 1985 to present,12/7/16
PRISM data for North America CTFS-ForestGEO Sites,Utah Forest Dynamics Plot,Air Temperature ,"daily mean,  calculated as (tmax+tmin)/2",1 month,1930*,2015*,,Modeled/ Interpolated,Yes,gridded data product,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRISM Climate Data,http://www.prism.oregonstate.edu/,800 m,PRISM data is freely available at 4km resolution for annual data or at 800m resolution for climatic mean. Annual data at 800m resolution must be purchased.,Upon request,https://github.com/forestgeo/Climate/,Kristina Anderson-Teixeira (Smithsonian),http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf,*years refer to those included in purchase. Records are available 1985 to present,12/7/16
Lanoa meteorological station -various products,Wabikon Lake Forest,(multiple),,(variable),1927.09.01,2015.12.31,Y,Raw,No,instrument/ meteorological station,"Lanoa 6 SW WI, US/ GHCND:USC00474582",45.5519,-88.7594,516.6,,~6,,"Off-site meteorological station (Lanoa 6 SW, WI, USA)-- approximately 6 km from the plot.",,,,NA,NA,NA,NA,Open access ,http://www.ncdc.noaa.gov/cdo-web/datatools/findstation,NOAAês National Climatic Data Center ,,,1/4/17
PRISM data for North America CTFS-ForestGEO Sites,Wabikon Lake Forest,Precipitation,sum,1 month,1930*,2015*,,Modeled/ Interpolated,Yes,gridded data product,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRISM Climate Data,http://www.prism.oregonstate.edu/,800 m,PRISM data is freely available at 4km resolution for annual data or at 800m resolution for climatic mean. Annual data at 800m resolution must be purchased.,Upon request,https://github.com/forestgeo/Climate/,Kristina Anderson-Teixeira (Smithsonian),http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf,*years refer to those included in purchase. Records are available 1985 to present,12/7/16
PRISM data for North America CTFS-ForestGEO Sites,Wabikon Lake Forest,Air Temperature ,daily maximum (averaged by month),1 month,1930*,2015*,,Modeled/ Interpolated,Yes,gridded data product,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRISM Climate Data,http://www.prism.oregonstate.edu/,800 m,PRISM data is freely available at 4km resolution for annual data or at 800m resolution for climatic mean. Annual data at 800m resolution must be purchased.,Upon request,https://github.com/forestgeo/Climate/,Kristina Anderson-Teixeira (Smithsonian),http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf,*years refer to those included in purchase. Records are available 1985 to present,12/7/16
PRISM data for North America CTFS-ForestGEO Sites,Wabikon Lake Forest,Air Temperature ,daily minimum (averaged by month),1 month,1930*,2015*,,Modeled/ Interpolated,Yes,gridded data product,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRISM Climate Data,http://www.prism.oregonstate.edu/,800 m,PRISM data is freely available at 4km resolution for annual data or at 800m resolution for climatic mean. Annual data at 800m resolution must be purchased.,Upon request,https://github.com/forestgeo/Climate/,Kristina Anderson-Teixeira (Smithsonian),http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf,*years refer to those included in purchase. Records are available 1985 to present,12/7/16
PRISM data for North America CTFS-ForestGEO Sites,Wabikon Lake Forest,Air Temperature ,"daily mean,  calculated as (tmax+tmin)/2",1 month,1930*,2015*,,Modeled/ Interpolated,Yes,gridded data product,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRISM Climate Data,http://www.prism.oregonstate.edu/,800 m,PRISM data is freely available at 4km resolution for annual data or at 800m resolution for climatic mean. Annual data at 800m resolution must be purchased.,Upon request,https://github.com/forestgeo/Climate/,Kristina Anderson-Teixeira (Smithsonian),http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf,*years refer to those included in purchase. Records are available 1985 to present,12/7/16
[meteorological station],Wanang,(multiple),,,2011,2013,,,,instrument/ meteorological station,,,,,,,,,,,,NA,NA,NA,NA,Unspecified,,,,"source: G. Weiblen, unpublished data",7/10/17
WRFS-MicroFlux-Raw,Wind River,Air Temperature ,mean,30 min,,,Y,Raw,No,instrument/ meteorological station,WRFS-MicroFlux-2015,,,,Below top of canopy,0,,Old-growth forest understory measurement station located 30 meters at 260 degrees from climate tower base. Sensor array spans 2 meters below ground to 2 meters above ground. Station became operational in May 2007.,2 m,,Vaisala HMP45C,NA,NA,NA,NA,Unspecified,,,,previously available here: http://depts.washington.edu/wrccrf/MicroFlux/,5/9/17
WRFS-MicroFlux-Raw,Wind River,Relative humidity ,mean,30 min,,,Y,Raw,No,instrument/ meteorological station,WRFS-MicroFlux-2015,,,,Below top of canopy,0,,Old-growth forest understory measurement station located 30 meters at 260 degrees from climate tower base. Sensor array spans 2 meters below ground to 2 meters above ground. Station became operational in May 2007.,2 m,,Vaisala HMP45C,NA,NA,NA,NA,Unspecified,,,,previously available here: http://depts.washington.edu/wrccrf/MicroFlux/,5/9/17
